번호,파일명,단순분류,정상확률,포트홀확률,신뢰도,CP예측집합,CP클래스,CP클래스번호,이미지경로
142,frame_0141.png,포트홀,0.4469,0.5531,0.5531,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0141.png
143,frame_0142.png,포트홀,0.4536,0.5464,0.5464,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0142.png
144,frame_0143.png,포트홀,0.4315,0.5685,0.5685,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0143.png
145,frame_0144.png,정상,0.5138,0.4862,0.5138,set(),애매 (정상 쪽),1,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0144.png
146,frame_0145.png,포트홀,0.4921,0.5079,0.5079,set(),애매 (포트홀 쪽),2,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0145.png
147,frame_0146.png,정상,0.5126,0.4874,0.5126,set(),애매 (정상 쪽),1,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0146.png
148,frame_0147.png,포트홀,0.4445,0.5555,0.5555,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0147.png
149,frame_0148.png,포트홀,0.4765,0.5235,0.5235,set(),애매 (포트홀 쪽),2,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0148.png
150,frame_0149.png,포트홀,0.4990,0.5010,0.5010,set(),애매 (포트홀 쪽),2,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0149.png
151,frame_0150.png,정상,0.5062,0.4938,0.5062,set(),애매 (정상 쪽),1,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0150.png
152,frame_0151.png,포트홀,0.4929,0.5071,0.5071,set(),애매 (포트홀 쪽),2,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0151.png
153,frame_0152.png,포트홀,0.4726,0.5274,0.5274,set(),애매 (포트홀 쪽),2,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0152.png
154,frame_0153.png,정상,0.5064,0.4936,0.5064,set(),애매 (정상 쪽),1,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0153.png
155,frame_0154.png,정상,0.5063,0.4937,0.5063,set(),애매 (정상 쪽),1,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0154.png
156,frame_0155.png,정상,0.5129,0.4871,0.5129,set(),애매 (정상 쪽),1,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0155.png
157,frame_0156.png,정상,0.5374,0.4626,0.5374,set(),애매 (정상 쪽),1,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0156.png
158,frame_0157.png,정상,0.5230,0.4770,0.5230,set(),애매 (정상 쪽),1,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0157.png
159,frame_0158.png,정상,0.5046,0.4954,0.5046,set(),애매 (정상 쪽),1,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0158.png
160,frame_0159.png,정상,0.5241,0.4759,0.5241,set(),애매 (정상 쪽),1,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0159.png
161,frame_0160.png,포트홀,0.4958,0.5042,0.5042,set(),애매 (포트홀 쪽),2,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0160.png
162,frame_0161.png,정상,0.5265,0.4735,0.5265,set(),애매 (정상 쪽),1,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0161.png
163,frame_0162.png,포트홀,0.4945,0.5055,0.5055,set(),애매 (포트홀 쪽),2,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0162.png
164,frame_0163.png,포트홀,0.4413,0.5587,0.5587,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0163.png
165,frame_0164.png,포트홀,0.4944,0.5056,0.5056,set(),애매 (포트홀 쪽),2,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0164.png
166,frame_0165.png,포트홀,0.4884,0.5116,0.5116,set(),애매 (포트홀 쪽),2,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0165.png
167,frame_0166.png,정상,0.5414,0.4586,0.5414,set(),애매 (정상 쪽),1,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0166.png
168,frame_0167.png,정상,0.5620,0.4380,0.5620,set(),애매 (정상 쪽),1,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0167.png
169,frame_0168.png,정상,0.5399,0.4601,0.5399,set(),애매 (정상 쪽),1,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0168.png
170,frame_0169.png,정상,0.5610,0.4390,0.5610,set(),애매 (정상 쪽),1,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0169.png
171,frame_0170.png,정상,0.5902,0.4098,0.5902,set(),애매 (정상 쪽),1,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0170.png
172,frame_0171.png,정상,0.5450,0.4550,0.5450,set(),애매 (정상 쪽),1,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0171.png
173,frame_0172.png,정상,0.5360,0.4640,0.5360,set(),애매 (정상 쪽),1,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0172.png
174,frame_0173.png,포트홀,0.4819,0.5181,0.5181,set(),애매 (포트홀 쪽),2,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0173.png
175,frame_0174.png,포트홀,0.4988,0.5012,0.5012,set(),애매 (포트홀 쪽),2,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0174.png
176,frame_0175.png,정상,0.5167,0.4833,0.5167,set(),애매 (정상 쪽),1,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0175.png
177,frame_0176.png,정상,0.5361,0.4639,0.5361,set(),애매 (정상 쪽),1,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0176.png
178,frame_0177.png,정상,0.5189,0.4811,0.5189,set(),애매 (정상 쪽),1,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0177.png
179,frame_0178.png,정상,0.5436,0.4564,0.5436,set(),애매 (정상 쪽),1,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0178.png
180,frame_0179.png,정상,0.5734,0.4266,0.5734,set(),애매 (정상 쪽),1,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0179.png
181,frame_0180.png,정상,0.6318,0.3682,0.6318,{0},확실한 정상,0,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0180.png
182,frame_0181.png,정상,0.6049,0.3951,0.6049,{0},확실한 정상,0,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0181.png
183,frame_0182.png,정상,0.5819,0.4181,0.5819,set(),애매 (정상 쪽),1,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0182.png
184,frame_0183.png,정상,0.5979,0.4021,0.5979,set(),애매 (정상 쪽),1,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0183.png
185,frame_0184.png,정상,0.5868,0.4132,0.5868,set(),애매 (정상 쪽),1,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0184.png
186,frame_0185.png,정상,0.5942,0.4058,0.5942,set(),애매 (정상 쪽),1,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0185.png
187,frame_0186.png,정상,0.5647,0.4353,0.5647,set(),애매 (정상 쪽),1,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0186.png
188,frame_0187.png,정상,0.5763,0.4237,0.5763,set(),애매 (정상 쪽),1,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0187.png
189,frame_0188.png,정상,0.5919,0.4081,0.5919,set(),애매 (정상 쪽),1,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0188.png
190,frame_0189.png,정상,0.5311,0.4689,0.5311,set(),애매 (정상 쪽),1,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0189.png
191,frame_0190.png,정상,0.5097,0.4903,0.5097,set(),애매 (정상 쪽),1,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0190.png
192,frame_0191.png,포트홀,0.4762,0.5238,0.5238,set(),애매 (포트홀 쪽),2,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0191.png
193,frame_0192.png,포트홀,0.4321,0.5679,0.5679,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0192.png
194,frame_0193.png,포트홀,0.4304,0.5696,0.5696,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0193.png
195,frame_0194.png,포트홀,0.4055,0.5945,0.5945,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0194.png
196,frame_0195.png,포트홀,0.3774,0.6226,0.6226,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0195.png
197,frame_0196.png,포트홀,0.3816,0.6184,0.6184,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0196.png
198,frame_0197.png,포트홀,0.3731,0.6269,0.6269,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0197.png
199,frame_0198.png,포트홀,0.3627,0.6373,0.6373,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0198.png
200,frame_0199.png,포트홀,0.3800,0.6200,0.6200,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0199.png
201,frame_0200.png,포트홀,0.3602,0.6398,0.6398,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0200.png
202,frame_0201.png,포트홀,0.3366,0.6634,0.6634,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0201.png
203,frame_0202.png,포트홀,0.3687,0.6313,0.6313,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0202.png
204,frame_0203.png,포트홀,0.3809,0.6191,0.6191,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0203.png
205,frame_0204.png,포트홀,0.3679,0.6321,0.6321,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0204.png
206,frame_0205.png,포트홀,0.3361,0.6639,0.6639,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0205.png
207,frame_0206.png,포트홀,0.3479,0.6521,0.6521,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0206.png
208,frame_0207.png,포트홀,0.3587,0.6413,0.6413,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0207.png
209,frame_0208.png,포트홀,0.3327,0.6673,0.6673,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0208.png
210,frame_0209.png,포트홀,0.3247,0.6753,0.6753,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0209.png
211,frame_0210.png,포트홀,0.2977,0.7023,0.7023,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0210.png
212,frame_0211.png,포트홀,0.2989,0.7011,0.7011,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0211.png
213,frame_0212.png,포트홀,0.2956,0.7044,0.7044,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0212.png
214,frame_0213.png,포트홀,0.2883,0.7117,0.7117,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0213.png
215,frame_0214.png,포트홀,0.2958,0.7042,0.7042,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0214.png
216,frame_0215.png,포트홀,0.2937,0.7063,0.7063,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0215.png
217,frame_0216.png,포트홀,0.2885,0.7115,0.7115,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0216.png
218,frame_0217.png,포트홀,0.2867,0.7133,0.7133,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0217.png
219,frame_0218.png,포트홀,0.2859,0.7141,0.7141,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0218.png
220,frame_0219.png,포트홀,0.2908,0.7092,0.7092,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0219.png
221,frame_0220.png,포트홀,0.2884,0.7116,0.7116,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0220.png
222,frame_0221.png,포트홀,0.2903,0.7097,0.7097,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0221.png
223,frame_0222.png,포트홀,0.2888,0.7112,0.7112,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0222.png
224,frame_0223.png,포트홀,0.2860,0.7140,0.7140,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0223.png
225,frame_0224.png,포트홀,0.2880,0.7120,0.7120,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0224.png
226,frame_0225.png,포트홀,0.2861,0.7139,0.7139,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0225.png
227,frame_0226.png,포트홀,0.2894,0.7106,0.7106,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0226.png
228,frame_0227.png,포트홀,0.2869,0.7131,0.7131,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0227.png
229,frame_0228.png,포트홀,0.2882,0.7118,0.7118,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0228.png
230,frame_0229.png,포트홀,0.2876,0.7124,0.7124,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0229.png
231,frame_0230.png,포트홀,0.2874,0.7126,0.7126,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0230.png
232,frame_0231.png,포트홀,0.2811,0.7189,0.7189,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0231.png
233,frame_0232.png,포트홀,0.2773,0.7227,0.7227,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0232.png
234,frame_0233.png,포트홀,0.2767,0.7233,0.7233,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0233.png
235,frame_0234.png,포트홀,0.2783,0.7217,0.7217,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0234.png
236,frame_0235.png,포트홀,0.2788,0.7212,0.7212,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0235.png
237,frame_0236.png,포트홀,0.2790,0.7210,0.7210,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0236.png
238,frame_0237.png,포트홀,0.2812,0.7188,0.7188,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0237.png
239,frame_0238.png,포트홀,0.2820,0.7180,0.7180,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0238.png
240,frame_0239.png,포트홀,0.2837,0.7163,0.7163,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0239.png
241,frame_0240.png,포트홀,0.2786,0.7214,0.7214,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0240.png
242,frame_0241.png,포트홀,0.2775,0.7225,0.7225,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0241.png
243,frame_0242.png,포트홀,0.2768,0.7232,0.7232,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0242.png
244,frame_0243.png,포트홀,0.2781,0.7219,0.7219,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0243.png
245,frame_0244.png,포트홀,0.2764,0.7236,0.7236,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0244.png
246,frame_0245.png,포트홀,0.2749,0.7251,0.7251,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0245.png
247,frame_0246.png,포트홀,0.2761,0.7239,0.7239,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0246.png
248,frame_0247.png,포트홀,0.2790,0.7210,0.7210,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0247.png
249,frame_0248.png,포트홀,0.2771,0.7229,0.7229,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0248.png
250,frame_0249.png,포트홀,0.2747,0.7253,0.7253,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0249.png
251,frame_0250.png,포트홀,0.2752,0.7248,0.7248,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0250.png
252,frame_0251.png,포트홀,0.2778,0.7222,0.7222,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0251.png
253,frame_0252.png,포트홀,0.2748,0.7252,0.7252,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0252.png
254,frame_0253.png,포트홀,0.2751,0.7249,0.7249,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0253.png
255,frame_0254.png,포트홀,0.2759,0.7241,0.7241,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0254.png
256,frame_0255.png,포트홀,0.2783,0.7217,0.7217,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0255.png
257,frame_0256.png,포트홀,0.2787,0.7213,0.7213,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0256.png
258,frame_0257.png,포트홀,0.2775,0.7225,0.7225,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0257.png
259,frame_0258.png,포트홀,0.2830,0.7170,0.7170,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0258.png
260,frame_0259.png,포트홀,0.2863,0.7137,0.7137,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_0259.png
